Filename,Instance_Number,Objective_Index,Additional infos_gap,Additional infos_computation_time,Additional infos_obj,Additional infos_solved,Metrics_Envy Freeness,Metrics_Relative Mean Deviation,Metrics_Gini Coefficient,Metrics_Jain's Fairness Index,Metrics_Energy Shortfall,Metrics_Relative Range,Metrics_Coefficient of Variation,Metrics_Hoover Index,Metrics_Utility
solution_52_obj=1_h_lns.log,52,1,-1.0,600.560635,57.775643,0,0.1341330976735262,0.672726013755271,0.44868002009275293,0.615657917340246,5245.9483439999985,3.1200759406392558,0.7901130503884091,0.3363630068776355,0.2982030822359376
solution_36_obj=0_h_lns.log,36,0,-1.0,600.028789,21.120635,0,0.15791996205438488,1.313736631005708,0.7402275089047373,0.2790160598250572,1229.6240109999985,4.657509622539974,1.607489684818072,0.656868315502854,0.21120636635777912
solution_60_obj=5_h_lns.log,60,5,-1.0,600.72814,0.369187,0,0.09702640657308625,0.28723083511398223,0.21452996036049068,0.860797641768642,6573.651370999999,2.1397608273934603,0.40213582255530517,0.14361541755699112,0.4511437022317149
solution_3_obj=4_h_lns.log,3,4,-1.0,600.133101,0.744666,0,0.1255272634639028,0.964130275250947,0.5929212669214738,0.450810756069419,1025.0772139999992,3.5489860349890026,1.1037326166335006,0.4820651376254735,0.2095927364429024
solution_59_obj=2_h_lns.log,59,2,-1.0,601.921365,-1248.96805,0,0.21373545900998986,1.166970544785827,0.6281815138184083,0.3974478156694174,6683.868960999998,2.9002978606090526,1.2312812762780225,0.5834852723929135,0.33939413318057865
solution_42_obj=1_h_lns.log,42,1,-1.0,600.121685,30.516758,0,0.13366528118523732,0.6281456745217854,0.42415241718194674,0.6443638280239665,2907.728586,2.8459645877321953,0.7429120232484633,0.3140728372608927,0.3135593465739051
solution_1_obj=1_h_lns.log,1,1,-1.0,600.040235,6.739762,0,0.1053292029369811,1.0503576819964204,0.6362741881254823,0.3985060318705866,665.4853029999991,4.307907832114823,1.228565140976898,0.5251788409982102,0.16388518166172575
solution_1_obj=5_h_lns.log,1,5,-1.0,600.003327,0.377114,0,0.10210881281677954,0.4487539411726846,0.33091964768086535,0.7309301003147796,1133.982422999999,2.895120471832313,0.6067288343672116,0.2243769705863423,0.3054751369314259
solution_47_obj=1_h_lns.log,47,1,-1.0,600.173057,28.416866,0,0.13185688661174094,0.6557414288604901,0.4408781010990794,0.6232591377842974,2674.0473059999986,2.8894749418088423,0.7774760802027171,0.32787071443024507,0.2975824878841012
solution_17_obj=4_h_lns.log,17,4,-1.0,600.514513,0.836506,0,0.14174563237591453,0.9147701770773432,0.5644969915760134,0.48449893741652045,2241.285654999998,3.3447980982230257,1.0314979470542949,0.4573850885386716,0.2498452716643813
